word|origins|part_of_speech|pronunciation|meaning
prepare|late Middle English: from French préparer or Latin praeparare, from prae ‘before’ + parare ‘make ready’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/prepare--_gb_1.8.mp3|make (something) ready for use or consideration.;make (someone) ready or able to do or deal with something.;(in conventional harmony) lead up to (a discord) by means of preparation.
pinpoint|Etymology Unknown|verb;adjective;noun|https://audio.oxforddictionaries.com/en/mp3/pinpoint_1_us_1.mp3|find or locate exactly;a tiny dot or point;absolutely precise; to the finest degree
parquet|late 17th century (as a verb): from French, literally ‘small park (i.e. delineated area)’. The noun dates from the early 19th century.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/parquet--_gb_1.8.mp3|flooring composed of wooden blocks arranged in a geometric pattern.;the ground floor of a theatre or auditorium, especially the orchestra pit.;(in France and French-speaking countries) the branch of the administration of the law that deals with the prosecution of crime.
hypnotic|early 17th century: from French hypnotique, via late Latin from Greek hupnōtikos ‘causing sleep’, from hupnoun ‘put to sleep’, from hupnos ‘sleep’.|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/hypnotic--_gb_1.mp3|relating to or producing hypnosis.;(of a drug) sleep-inducing.
psychoanalysis|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/psychoanalysis_us_1.mp3|a system of psychological theory and therapy that aims to treat mental conditions by investigating the interaction of conscious and unconscious elements in the mind and bringing repressed fears and conflicts into the conscious mind by techniques such as dream interpretation and free association.
wobbulator|1930s; earliest use found in QST. From wobb- + -ulator|noun|/home/pi/wobbulator.mp3|A device for producing a signal whose frequency varies continuously between two limits, used typically to align electronic equipment such as a radio receiver or to test the frequency response of a circuit; also called sweep generator.
accrual|Etymology Unknown|noun|/home/pi/accrual.mp3|the accumulation or increase of something over time, especially payments or benefits
somnolent|late Middle English (in the sense ‘causing sleepiness’): from Old French sompnolent or Latin somnolentus, from somnus ‘sleep’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/somnolent--_gb_1.mp3|sleepy; drowsy.
remuneration|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/remuneration_us_1.mp3|money paid for work or a service
exasperate|mid 16th century: from Latin exasperat- ‘irritated to anger’, from the verb exasperare (based on asper ‘rough’).|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/exasperate--_gb_1.mp3|irritate and frustrate (someone) intensely.
fragile|late 15th century (in the sense ‘morally weak’): from Latin fragilis, from frangere ‘to break’. The sense ‘liable to break’ dates from the mid 16th century.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/fragile--_gb_1.mp3|(of an object) easily broken or damaged.
anticoagulant|Etymology Unknown|adjective;noun|https://audio.oxforddictionaries.com/en/mp3/anticoagulant_us_1_rr.mp3|having the effect of retarding or inhibiting the coagulation of the blood.;an anticoagulant substance.
lactose|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/lactose_us_1.mp3|a sugar present in milk. It is a disaccharide containing glucose and galactose units.
ganache|French.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/ganache--_gb_1.mp3|a whipped filling of chocolate and cream, used in confectioneries such as cakes and truffles.
flavedo|Unknown|noun|/home/pi/flavedo.mp3|the outer colored layer of the mesocarp of a citrus fruit
tumbling|Middle English (as a verb, also in the sense ‘dance with contortions’): from Middle Low German tummelen ; compare with Old English tumbian ‘to dance’. The sense was probably influenced by Old French tomber ‘to fall’. The noun, first in the sense ‘tangled mass’, dates from the mid 17th century.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/tumble--_gb_1.mp3|fall suddenly, clumsily, or headlong.;perform acrobatic feats, typically handsprings and somersaults in the air.;dry (washing) in a tumble dryer.;understand the meaning or hidden implication of (a situation).;have sex with.;clean (castings, gemstones, etc.) in a tumbling barrel.
hyrax|mid 19th century: modern Latin, from Greek hurax ‘shrew-mouse’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/hyrax--_gb_1.mp3|a small herbivorous mammal with a compact body and a very short tail, found in arid country in Africa and Arabia. The nearest relatives to hyraxes are the elephants and other subungulates.
ballyhooed|late 19th century: American coinage of unknown origin.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/ballyhoo--_gb_1.8.mp3|praise or publicize extravagantly.
phraseology|mid 17th century: from modern Latin phraseologia, from Greek phraseōn, genitive plural of phrasis ‘a phrase’ + -logia (see -logy).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/phraseology--_gb_2.mp3|a particular mode of expression, especially one characteristic of a particular speaker or subject area.
menial|late Middle English (in the sense ‘domestic’): from Old French, from mesnee ‘household’.|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/menial--_gb_1.mp3|(of work) not requiring much skill and lacking prestige.
revulsive|Etymology Unknown|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/word--_gb_1.8.mp3|of or causing revulsion
appellation|late Middle English: via Old French from Latin appellatio(n- ), from the verb appellare (see appeal).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/appellation--_gb_1.mp3|a name or title.
veganism|1940s: from vegan + -ism.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/veganism--_gb_1.mp3|the practice of eating only food not derived from animals and typically of avoiding the use of other animal products.
chowder|mid 18th century: perhaps from French chaudière ‘stew pot’, related to Old Northern French caudron (see cauldron).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/chowder--_gb_1.mp3|a rich soup typically containing fish, clams, or corn with potatoes and onions.
performance|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/performance_us_1.mp3|the action or process of carrying out or accomplishing an action, task, or function;an act of staging or presenting a play, concert, or other form of entertainment
volition|early 17th century (denoting a decision or choice made after deliberation): from French, or from medieval Latin volitio(n- ), from volo ‘I wish’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/volition--_gb_1.mp3|the faculty or power of using one's will.
Francophone|early 20th century: from Franco- ‘French’ + Greek phōnē ‘voice’.|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/francophone--_gb_1.mp3|French-speaking.
felt|Old English, of West Germanic origin; related to Dutch vilt, also to filter.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/felt--_gb_1.mp3|a kind of cloth made by rolling and pressing wool or another suitable textile accompanied by the application of moisture or heat, which causes the constituent fibres to mat together to create a smooth surface.
combination|late Middle English: from late Latin combinatio(n- ), from the verb combinare ‘join two by two’ (see combine1).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/combination--_gb_1.mp3|a joining or merging of different parts or qualities in which the component elements are individually distinct.;a sequence of numbers or letters used to open a combination lock.;a motorcycle with a sidecar attached.;a single undergarment covering the body and legs.;a selection of a given number of elements from a larger number without regard to their arrangement.
nutation|early 17th century (denoting nodding of the head): from Latin nutatio(n- ), from nutare ‘to nod’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/nutation--_gb_1.8.mp3|a periodic variation in the inclination of the axis of a rotating object.;the circular swaying movement of the tip of a growing shoot.
luminance|late 19th century (as a general term meaning ‘light, brightness’): from Latin luminant- ‘illuminating’ (from the verb luminare ) + -ance.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/luminance--_gb_1.mp3|the intensity of light emitted from a surface per unit area in a given direction.
bacteriolytic|Etymology Unknown|adjective|/home/pi/bacteriolytic.mp3|the destruction or disintegration of bacteria
torch|Middle English: from Old French torche, from Latin torqua, variant of torques ‘necklace, wreath’, from torquere ‘to twist’. The current verb sense was originally US slang and dates from the 1930s.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/torch--_gb_1.mp3|a portable battery-powered electric lamp.;a blowlamp.;an arsonist.
dame|Middle English (denoting a female ruler): via Old French from Latin domina ‘mistress’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/dame--_gb_1.mp3|(in the UK) the title given to a woman with the rank of Knight Commander or holder of the Grand Cross in the Orders of Chivalry.;an elderly or mature woman.
Keynesian|Etymology Unknown|adjective;noun|https://audio.oxforddictionaries.com/en/mp3/keynesian_1_us_1.mp3|relating to or denoting the economic theories of the English economist John Maynard Keynes;an advocate of the economic theories of John Maynard Keynes
Panagia|late 18th century; earliest use found in Richard Chandler (d. 1810), classical scholar and traveller. From Hellenistic Greek παναγία (used from Origen onwards of the Virgin Mary), feminine of πανάγιος all-holy from ancient Greek παν- + ἅγιος holy|noun|/home/pi/Panagia.mp3|The All-holy (as a title of the Virgin Mary).
effortless|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/effortless_us_1.mp3|requiring no physical or mental exertion
intercede|late 16th century: from French intercéder or Latin intercedere ‘intervene’, from inter- ‘between’ + cedere ‘go’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/intercede--_gb_1.mp3|intervene on behalf of another.
toccata|early 18th century: from Italian, feminine past participle of toccare ‘to touch’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/toccata--_gb_1.mp3|a musical composition for a keyboard instrument designed to exhibit the performer's touch and technique.
satellite|mid 16th century (in the sense ‘follower, obsequious underling’): from French satellite or Latin satelles, satellit- ‘attendant’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/satellite--_gb_1.mp3|an artificial body placed in orbit round the earth or moon or another planet in order to collect information or for communication.;a celestial body orbiting the earth or another planet.;something that is separated from or on the periphery of something else but is nevertheless dependent on or controlled by it.;a portion of the DNA of a genome with repeating base sequences and of different density from the main sequence.
cutis|early 17th century: from Latin, ‘skin’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cutis--_gb_1.mp3|the true skin or dermis.
patrol|mid 17th century (as a noun): from German Patrolle, from French patrouille, from patrouiller ‘paddle in mud’, from patte ‘paw’ + dialect ( gad)rouille ‘dirty water’.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/patrol--_gb_1.mp3|an expedition to keep watch over an area, especially by guards or police walking or driving around at regular intervals.;a unit of six to eight Scouts or Guides forming part of a troop.
superintendent|mid 16th century: from ecclesiastical Latin superintendent- ‘overseeing’, from the verb superintendere (see superintend).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/superintendent--_gb_1.mp3|a person who manages or superintends an organization or activity.
bowl|Old English bolle, bolla, of Germanic origin; related to Dutch bol ‘round object’, also to boll.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/bowl--_gb_1.mp3|a round, deep dish or basin used for food or liquid.;a natural basin.;a stadium for sporting or musical events.
fission|early 17th century: from Latin fissio(n- ), from findere ‘to split’.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/fission--_gb_1.mp3|division or splitting into two or more parts.
ronin|Japanese.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/ronin--_gb_2.mp3|(in feudal Japan) a wandering samurai who had no lord or master.
anchorage|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/anchorage_us_1.mp3|an area that is suitable for a ship to anchor in.;an anchorite's dwelling place.;a seaport in southern Alaska, on an inlet of the Pacific Ocean, the state's largest city; population 279,243 (est. 2008).
sacristy|late Middle English: from French sacristie, from medieval Latin sacristia, based on Latin sacer, sacr- ‘sacred’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/sacristy--_gb_1.mp3|a room in a church where a priest prepares for a service, and where vestments and articles of worship are kept.
quaver|late Middle English (as a verb in the general sense ‘tremble’): from dialect quave ‘quake, tremble’, probably from an Old English word related to quake. The noun is first recorded (mid 16th century) as a musical term.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/quaver--_gb_1.mp3|(of a person's voice) shake or tremble in speaking, typically through nervousness or emotion.
entrepreneur|mid 18th century (denoting a person who undertakes a project): from French, from entreprendre ‘undertake’ (see enterprise).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/entrepreneur--_gb_1.mp3|a person who sets up a business or businesses, taking on financial risks in the hope of profit.
gall|Old English gealla (denoting bile), of Germanic origin; related to Dutch gal, German Galle ‘gall’, from an Indo-European root shared by Greek kholē and Latin fel ‘bile’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/gall--_gb_1.mp3|bold and impudent behaviour.;the contents of the gall bladder; bile (proverbial for its bitterness).
uranium|late 18th century: modern Latin, from Uranus: compare with tellurium.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/uranium--_gb_1.8.mp3|the chemical element of atomic number 92, a dense grey radioactive metal used as a fuel in nuclear reactors.
cleave|Old English clēofan, of Germanic origin; related to Dutch klieven and German klieben .|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/cleave--_gb_1.mp3|split or sever (something), especially along a natural line or grain.
swannery|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/swannery_us_1.mp3|a place set aside for swans to breed.
mastodon|early 19th century: modern Latin, from Greek mastos ‘breast’ + odous, odont- ‘tooth’ (with reference to nipple-shaped tubercles on the crowns of its molar teeth).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/mastodon--_gb_1.mp3|a large extinct elephant-like mammal of the Miocene to Pleistocene epochs, having teeth of a relatively primitive form and number.
charcuterie|French, from obsolete char (earlier form of chair ) ‘flesh’ + cuite ‘cooked’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/charcuterie--_gb_1.mp3|cold cooked meats.
lobscouse|early 18th century: of unknown origin; compare with Dutch lapskous, Danish and Norwegian lapskaus, and German Lapskaus .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/lobscouse--_gb_1.mp3|a stew formerly eaten by sailors, consisting of meat, vegetables, and ship's biscuit.
ammonite|mid 18th century: from modern Latin ammonites, from medieval Latin cornu Ammonis ‘horn of Ammon’, from the fossil's resemblance to the ram's horn associated with Jupiter Ammon (see ammoniacal).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/ammonite--_gb_1.mp3|an ammonoid fossil, especially one of a later type found chiefly in the Jurassic and Cretaceous periods, typically with intricately frilled suture lines.
dilapidated|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/dilapidated_us_1.mp3|(of a building or object) in a state of disrepair or ruin as a result of age or neglect
sycophant|mid 16th century (denoting an informer): from French sycophante, or via Latin from Greek sukophantēs ‘informer’, from sukon ‘fig’ + phainein ‘to show’, perhaps with reference to making the insulting gesture of the ‘fig’ (sticking the thumb between two fingers) to informers.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/sycophant--_gb_1.mp3|a person who acts obsequiously towards someone important in order to gain advantage.
huge|Middle English: shortening of Old French ahuge, of unknown origin.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/huge--_gb_1.mp3|extremely large; enormous.
furnace|Middle English: from Old French fornais(e ), from Latin fornax, fornac-, from fornus ‘oven’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/furnace--_gb_1.mp3|an enclosed structure in which material can be heated to very high temperatures, e.g. for smelting metals.
nepotism|mid 17th century: from French népotisme, from Italian nepotismo, from nipote ‘nephew’ (with reference to privileges bestowed on the ‘nephews’ of popes, who were in many cases their illegitimate sons).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/nepotism--_gb_1.mp3|the practice among those with power or influence of favouring relatives or friends, especially by giving them jobs.
unakite|Unknown|noun|/home/pi/unakite.mp3|"an altered igneous rock that is usually opaque with green, black, pink, and white flecks and is usually used as a gemstone"
lionize|Etymology Unknown|verb|https://audio.oxforddictionaries.com/en/mp3/lionize_us_1.mp3|give a lot of public attention and approval to (someone); treat as a celebrity
vaudeville|mid 18th century: from French, earlier vau de ville (or vire ), said to be a name given originally to songs composed by Olivier Basselin, a 15th-century fuller born in Vau de Vire in Normandy.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/vaudeville--_gb_1.mp3|a type of entertainment popular chiefly in the US in the early 20th century, featuring a mixture of speciality acts such as burlesque comedy and song and dance.
exemplar|late Middle English: from Old French exemplaire, from late Latin exemplarium, from Latin exemplum ‘sample, imitation’ (see example).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/exemplar--_gb_1.8.mp3|a person or thing serving as a typical example or appropriate model.
fortification|late Middle English: via French from late Latin fortificatio(n- ), from fortificare (see fortify).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/fortification--_gb_1.mp3|a defensive wall or other reinforcement built to strengthen a place against attack.
multivalent|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/multivalent_us_1.mp3|having or susceptible of many applications, interpretations, meanings, or values;(of an antigen or antibody) having several sites at which attachment to an antibody or antigen can occur
nisse|mid 19th century; earliest use found in Thomas Keightley (1789–1872), historian and author. Partly from Danish nisse|noun|/home/pi/nisse.mp3|In Scandinavian folklore: a kind of spirit, similar to a brownie or goblin, which frequents barns, stables, and other buildings.
either|Old English ǣgther, contracted form of ǣg(e)hwæther, of Germanic origin; ultimately related to aye1 and whether.|conjunction;determiner|//ssl.gstatic.com/dictionary/static/sounds/20200429/either--_gb_1.mp3|used before the first of two (or occasionally more) given alternatives (the other being introduced by ‘or’).;used to indicate a similarity or link with a statement just made.
trillium|modern Latin, apparently an alteration of Swedish trilling ‘triplet’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/trillium--1_gb_1.mp3|a plant with a solitary three-petalled flower above a whorl of three leaves, native to North America and Asia.
lassitude|late Middle English: from French, from Latin lassitudo, from lassus ‘tired’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/lassitude--_gb_1.mp3|a state of physical or mental weariness; lack of energy.
guichet|Unknown|noun|/home/pi/guichet.mp3|a grill opening (as a hatch or wicket)ááespeciallyá:áa ticket window
chimaera|late Middle English: via Latin from Greek khimaira ‘she-goat or chimera’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/chimera--_gb_1.mp3|(in Greek mythology) a fire-breathing female monster with a lion's head, a goat's body, and a serpent's tail.;a thing which is hoped for but is illusory or impossible to achieve.;an organism containing a mixture of genetically different tissues, formed by processes such as fusion of early embryos, grafting, or mutation.;a cartilaginous marine fish with a long tail, an erect spine before the first dorsal fin, and typically a forward projection from the snout.
munchkin|from the Munchkins, depicted as a race of small childlike creatures, in L. Frank Baum's book The Wonderful Wizard of Oz (1900).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/munchkin--_gb_1.mp3|a child or short person.
avalanche|late 18th century: from French, alteration of the Alpine dialect word lavanche (of unknown origin), influenced by avaler ‘descend’; compare with Italian valanga .|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/avalanche--_gb_1.mp3|a mass of snow, ice, and rocks falling rapidly down a mountainside.;a sudden arrival or occurrence of something in overwhelming quantities.;a cumulative process in which a fast-moving ion or electron generates further ions and electrons by collision.
palazzo|Italian, ‘palace’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/palazzo--_gb_1.mp3|a palatial building, especially in Italy.
strait|Middle English: shortening of Old French estreit ‘tight, narrow’, from Latin strictus ‘drawn tight’ (see strict).|noun;adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/strait--_gb_1.mp3|a narrow passage of water connecting two seas or two other large areas of water.;used in reference to a situation characterized by a specified degree of trouble or difficulty.
brusque|mid 17th century: from French, ‘lively, fierce’, from Italian brusco ‘sour’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/brusque--_gb_2.mp3|abrupt or offhand in speech or manner.
inundate|late 16th century: (earlier (late Middle English) as inundation ) from Latin inundat- ‘flooded’, from the verb inundare, from in- ‘into, upon’ + undare ‘to flow’ (from unda ‘a wave’).|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/inundate--_gb_1.mp3|overwhelm (someone) with things or people to be dealt with.;flood.
cyanosis|mid 19th century: modern Latin, from Greek kuanōsis ‘blueness’, from kuaneos ‘dark blue’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cyanosis--_gb_1.8.mp3|a bluish discoloration of the skin due to poor circulation or inadequate oxygenation of the blood.
divestiture|early 17th century: from medieval Latin divestit- ‘divested’ (from the verb divestire ) + -ure.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/divestiture--_gb_1.mp3|the action or process of selling off subsidiary business interests or investments.
buccal|early 19th century: from Latin bucca ‘cheek’ + -al.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/buccal--_gb_1.8.mp3|relating to the cheek.
pastitsio|from modern Greek, literally ‘hodgepodge’|noun|https://audio.oxforddictionaries.com/en/mp3/pastitsio_us_1.mp3|a Greek dish consisting of macaroni, ground lamb, grated cheese, and tomatoes topped with a béchamel sauce.
ugliness|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/ugliness_us_1.mp3|the quality of being unpleasant or repulsive in appearance
navigator|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/navigator_us_1.mp3|a person who directs the route or course of a ship, aircraft, or other form of transportation, especially by using instruments and maps
teaspoon|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/teaspoon_us_1.mp3|a small spoon used typically for adding sugar to and stirring hot drinks or for eating some soft foods.
effete|early 17th century (in the sense ‘no longer fertile’): from Latin effetus ‘worn out by bearing young’, from ex- ‘out’ + fetus ‘breeding’; related to fetus.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/effete--_gb_1.mp3|affected, over-refined, and ineffectual.
mustache|late 16th century: from French, from Italian mostaccio, from Greek mustax, mustak- .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/moustache--_gb_1.mp3|a strip of hair left to grow above the upper lip.
primitive|late Middle English (in the sense ‘original, not derivative’): from Old French primitif, -ive, from Latin primitivus ‘first of its kind’, from primus ‘first’.|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/primitive--_gb_1.8.mp3|relating to, denoting, or preserving the character of an early stage in the evolutionary or historical development of something.;very basic or unsophisticated in terms of comfort, convenience, or efficiency.;not developed or derived from anything else.;(of a part or structure) in the first or early stage of formation or growth; rudimentary.
bawl|late Middle English (in the sense ‘(of an animal) howl, bark’): imitative; possibly related to medieval Latin baulare ‘to bark’ or Icelandic baula ‘to low’.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/bawl--_gb_1.mp3|shout or call out noisily and unrestrainedly.;weep or cry noisily.
wildebeest|early 19th century: from Afrikaans, literally ‘wild beast’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/wildebeest--_gb_1.mp3|a large dark African antelope with a long head, a beard and mane, and a sloping back.
upshot|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/upshot_us_1.mp3|the final or eventual outcome or conclusion of a discussion, action, or series of events
mosaic|late Middle English: from French mosaïque, based on Latin musi(v)um ‘decoration with small square stones’, perhaps ultimately from Greek mousa ‘a muse’.|noun;verb;adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/mosaic--_gb_1.mp3|a picture or pattern produced by arranging together small pieces of stone, tile, glass, etc.;an individual (especially an animal) composed of cells of two genetically different types.;a virus disease that results in leaf variegation in tobacco, maize, sugar cane, and other plants.
guttural|late 16th century: from French, or from medieval Latin gutturalis, from Latin guttur ‘throat’.|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/guttural--_gb_1.mp3|(of a speech sound) produced in the throat; harsh-sounding.
divvy|late 19th century: abbreviation of dividend.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/divvy--_gb_1.mp3|share out.
circadian|1950s: formed irregularly from Latin circa ‘about’ + dies ‘day’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/circadian--_gb_1.mp3|(of biological processes) recurring naturally on a twenty-four-hour cycle, even in the absence of light fluctuations.
licensure|mid 19th century: from license + -ure|noun|https://audio.oxforddictionaries.com/en/mp3/licensure_us_1.mp3|the granting or regulation of licenses, as for professionals
farina|late Middle English: from Latin, from far ‘corn’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/farina--_gb_2.mp3|flour or meal made of cereal grains, nuts, or starchy roots.
personnel|early 19th century: from French (adjective used as a noun), contrasted with matériel ‘equipment or materials used in an organization or undertaking’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/personnel--_gb_1.8.mp3|people employed in an organization or engaged in an organized undertaking such as military service.
puree|early 18th century: French purée, literally ‘purified’, feminine past participle of purer .|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/puree--_gb_1.mp3|a smooth cream of liquidized or crushed fruit or vegetables.
embryo|late Middle English: via late Latin from Greek embruon ‘fetus’, from em- ‘into’ + bruein ‘swell, grow’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/embryo--_gb_1.mp3|an unborn or unhatched offspring in the process of development, in particular a human offspring during the period from approximately the second to the eighth week after fertilization (after which it is usually termed a fetus).;a thing at a rudimentary stage that shows potential for development.
torpid|late Middle English: from Latin torpidus, from torpere ‘be numb or sluggish’.|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/torpid--_gb_1.mp3|mentally or physically inactive; lethargic.
marvellous|Middle English: from Old French merveillus, from merveille (see marvel).|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/marvellous--_gb_2.mp3|causing great wonder; extraordinary.
teenagers|early 20th century (originally in the US): from teenage + -er1.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/teenager--_gb_1.mp3|a person aged between 13 and 19 years.
de|Etymology Unknown|residual|/home/pi/de.mp3|defensive end.;Delaware (in official postal use).
honourific|Unknown|noun|/home/pi/honourific.mp3|an honorific term of address especially as used in some Asian cultures to convey verbal respect
kaftan|late 16th century: from Turkish, from Persian ḵaftān, partly influenced by French cafetan .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/kaftan--_gb_1.mp3|a man's long belted tunic, worn in countries of the Near East.
olingo|1920s: via American Spanish from Mayan.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/olingo--_gb_1.mp3|a small nocturnal mammal related to the kinkajou and the raccoon, living in tropical Central and South American rainforests.
delphinium|modern Latin, from Greek delphinion ‘larkspur’, from delphin ‘dolphin’ (because of the shape of the spur, thought to resemble a dolphin's back).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/delphinium--_gb_1.mp3|a popular garden plant of the buttercup family, which bears tall spikes of blue flowers.
jalapa|Unknown|noun|/home/pi/jalapa.mp3|áthe dried purgative tuberous root of a Mexican plant (Exogonium purga)á
felonious|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/felonious_us_1.mp3|relating to or involved in crime
Highlands|Old English hēahlond  ‘a high promontory’ (see high, land).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/highland--_gb_2.mp3|an area of high or mountainous land.;the mountainous part of Scotland, to the north of Glasgow and Stirling, often associated with Gaelic culture.
Herculean|late 16th century (in the sense ‘relating to Hercules’): from Latin Herculeus ‘Hercules’ + -an.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/herculean--1_gb_1.8.mp3|requiring great strength or effort.
knock|Old English cnocian, of imitative origin.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/knock--_gb_1.mp3|strike a surface noisily to attract attention, especially when waiting to be let in through a door.;collide with (someone or something), giving them a hard blow.;talk disparagingly about; criticize.;approach (a specified age).
convivium|Unknown|noun|/home/pi/convivium.mp3|A happy gathering
demographics|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/demographics_us_1.mp3|statistical data relating to the population and particular groups within it
mademoiselle|French, from ma ‘my’ + demoiselle ‘damsel’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/mademoiselle--1_gb_1.8.mp3|a title or form of address used of or to an unmarried French-speaking woman, corresponding to Miss.
